toclevel	level	line	number	index	fromtitle	byteoffset	anchor	revid	date	time
2	3	Adoption	3.1	18	Race_and_intelligence	24700	Adoption	382361	17/11/2014	16:51:15Z
2	3	Racial admixture	3.11	19	Race_and_intelligence	26442	Racial_admixture	382361	17/11/2014	16:51:15Z
2	3	Inbreeding depression, g loadings, and the Flynn effect	3.12	20	Race_and_intelligence	29466	Inbreeding_depression.2C_g_loadings.2C_and_the_Flynn_effect	382361	17/11/2014	16:51:15Z
2	3	Regression to the mean	3.13	21	Race_and_intelligence	31864	Regression_to_the_mean	382361	17/11/2014	16:51:15Z
2	3	Reaction time	3.14	22	Race_and_intelligence	32868	Reaction_time	382361	17/11/2014	16:51:15Z
2	3	Brain size	3.15	23	Race_and_intelligence	33813	Brain_size	382361	17/11/2014	16:51:15Z
2	3	Default hypothesis	3.16	24	Race_and_intelligence	34804	Default_hypothesis	382361	17/11/2014	16:51:15Z
2	3	Eye color	3.17	25	Race_and_intelligence	35629	Eye_color	382361	17/11/2014	16:51:15Z
1	2	Genetic evidence	4	26	Race_and_intelligence	36339	Genetic_evidence	382361	17/11/2014	16:51:15Z
1	2	Evolutionary explanations for racial differences	5	27	Race_and_intelligence	39224	Evolutionary_explanations_for_racial_differences	382361	17/11/2014	16:51:15Z
1	2	Significance of racial IQ differences	6	28	Race_and_intelligence	40606	Significance_of_racial_IQ_differences	382361	17/11/2014	16:51:15Z
1	2	Estimated IQ:s of monkeys, apes, Homo erectus, and Homo habilis	7	29	Race_and_intelligence	44433	Estimated_IQ:s_of_monkeys.2C_apes.2C_Homo_erectus.2C_and_Homo_habilis	382361	17/11/2014	16:51:15Z
1	2	References	8	30	Race_and_intelligence	45473	References	382361	17/11/2014	16:51:15Z
1	2	External links	9	31	Race_and_intelligence	45503	External_links	382361	17/11/2014	16:51:15Z
2	3	Pro-hereditarian reviews	9.1	32	Race_and_intelligence	45524	Pro-hereditarian_reviews	382361	17/11/2014	16:51:15Z
2	3	Anti-hereditarian reviews	9.2	33	Race_and_intelligence	46033	Anti-hereditarian_reviews	382361	17/11/2014	16:51:15Z
2	3	Other links	9.3	34	Race_and_intelligence	46335	Other_links	382361	17/11/2014	16:51:15Z
1	2	History	1	1	Race_and_intelligence	513	History	382355	17/11/2014	16:28:08Z
1	2	Measured race differences	2	2	Race_and_intelligence	3089	Measured_race_differences	382355	17/11/2014	16:28:08Z
2	3	Worldwide	2.1	3	Race_and_intelligence	3119	Worldwide	382355	17/11/2014	16:28:08Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	4514	US_Black-White_gap	382355	17/11/2014	16:28:08Z
2	3	Hispanics	2.3	5	Race_and_intelligence	8296	Hispanics	382355	17/11/2014	16:28:08Z
2	3	Jews	2.4	6	Race_and_intelligence	8611	Jews	382355	17/11/2014	16:28:08Z
2	3	Gypsies	2.5	7	Race_and_intelligence	8656	Gypsies	382355	17/11/2014	16:28:08Z
1	2	The genetics or not debate	3	8	Race_and_intelligence	9847	The_genetics_or_not_debate	382355	17/11/2014	16:28:08Z
2	3	Opinion of scientists	3.1	9	Race_and_intelligence	10317	Opinion_of_scientists	382355	17/11/2014	16:28:08Z
2	3	Ad hominem, straw men, and guilt by association	3.2	10	Race_and_intelligence	11549	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	382355	17/11/2014	16:28:08Z
2	3	Race denialism	3.3	11	Race_and_intelligence	14948	Race_denialism	382355	17/11/2014	16:28:08Z
2	3	Very low IQ scores for some races	3.4	12	Race_and_intelligence	15753	Very_low_IQ_scores_for_some_races	382355	17/11/2014	16:28:08Z
2	3	Socioeconomic factors	3.5	13	Race_and_intelligence	16558	Socioeconomic_factors	382355	17/11/2014	16:28:08Z
2	3	Test bias	3.6	14	Race_and_intelligence	17659	Test_bias	382355	17/11/2014	16:28:08Z
2	3	Stereotype threat	3.7	15	Race_and_intelligence	19205	Stereotype_threat	382355	17/11/2014	16:28:08Z
2	3	African West Indian immigrants	3.8	16	Race_and_intelligence	20967	African_West_Indian_immigrants	382355	17/11/2014	16:28:08Z
2	3	Intervention programs	3.9	17	Race_and_intelligence	21888	Intervention_programs	382355	17/11/2014	16:28:08Z
2	3	Adoption	3.1	18	Race_and_intelligence	24042	Adoption	382355	17/11/2014	16:28:08Z
2	3	Racial admixture	3.11	19	Race_and_intelligence	25784	Racial_admixture	382355	17/11/2014	16:28:08Z
2	3	Inbreeding depression, g loadings, and the Flynn effect	3.12	20	Race_and_intelligence	28808	Inbreeding_depression.2C_g_loadings.2C_and_the_Flynn_effect	382355	17/11/2014	16:28:08Z
2	3	Regression to the mean	3.13	21	Race_and_intelligence	31206	Regression_to_the_mean	382355	17/11/2014	16:28:08Z
2	3	Reaction time	3.14	22	Race_and_intelligence	32210	Reaction_time	382355	17/11/2014	16:28:08Z
2	3	Brain size	3.15	23	Race_and_intelligence	33155	Brain_size	382355	17/11/2014	16:28:08Z
2	3	Default hypothesis	3.16	24	Race_and_intelligence	34146	Default_hypothesis	382355	17/11/2014	16:28:08Z
2	3	Eye color	3.17	25	Race_and_intelligence	34971	Eye_color	382355	17/11/2014	16:28:08Z
1	2	Genetic evidence	4	26	Race_and_intelligence	35681	Genetic_evidence	382355	17/11/2014	16:28:08Z
1	2	Evolutionary explanations for racial differences	5	27	Race_and_intelligence	38566	Evolutionary_explanations_for_racial_differences	382355	17/11/2014	16:28:08Z
1	2	Significance of racial IQ differences	6	28	Race_and_intelligence	39948	Significance_of_racial_IQ_differences	382355	17/11/2014	16:28:08Z
1	2	Estimated IQ:s of monkeys, apes, Homo erectus, and Homo habilis	7	29	Race_and_intelligence	43775	Estimated_IQ:s_of_monkeys.2C_apes.2C_Homo_erectus.2C_and_Homo_habilis	382355	17/11/2014	16:28:08Z
1	2	References	8	30	Race_and_intelligence	44815	References	382355	17/11/2014	16:28:08Z
1	2	External links	9	31	Race_and_intelligence	44845	External_links	382355	17/11/2014	16:28:08Z
2	3	Pro-hereditarian reviews	9.1	32	Race_and_intelligence	44866	Pro-hereditarian_reviews	382355	17/11/2014	16:28:08Z
2	3	Anti-hereditarian reviews	9.2	33	Race_and_intelligence	45375	Anti-hereditarian_reviews	382355	17/11/2014	16:28:08Z
2	3	Other links	9.3	34	Race_and_intelligence	45677	Other_links	382355	17/11/2014	16:28:08Z
1	2	History	1	1	Race_and_intelligence	513	History	382295	17/11/2014	13:04:51Z
1	2	Measured race differences	2	2	Race_and_intelligence	3089	Measured_race_differences	382295	17/11/2014	13:04:51Z
2	3	Worldwide	2.1	3	Race_and_intelligence	3119	Worldwide	382295	17/11/2014	13:04:51Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	4514	US_Black-White_gap	382295	17/11/2014	13:04:51Z
2	3	Hispanics	2.3	5	Race_and_intelligence	8288	Hispanics	382295	17/11/2014	13:04:51Z
2	3	Jews	2.4	6	Race_and_intelligence	8603	Jews	382295	17/11/2014	13:04:51Z
2	3	Gypsies	2.5	7	Race_and_intelligence	8648	Gypsies	382295	17/11/2014	13:04:51Z
1	2	The genetics or not debate	3	8	Race_and_intelligence	9839	The_genetics_or_not_debate	382295	17/11/2014	13:04:51Z
2	3	Opinion of scientists	3.1	9	Race_and_intelligence	10309	Opinion_of_scientists	382295	17/11/2014	13:04:51Z
2	3	Ad hominem, straw men, and guilt by association	3.2	10	Race_and_intelligence	11541	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	382295	17/11/2014	13:04:51Z
2	3	Race denialism	3.3	11	Race_and_intelligence	14940	Race_denialism	382295	17/11/2014	13:04:51Z
2	3	Very low IQ scores for some races	3.4	12	Race_and_intelligence	15745	Very_low_IQ_scores_for_some_races	382295	17/11/2014	13:04:51Z
2	3	Socioeconomic factors	3.5	13	Race_and_intelligence	16550	Socioeconomic_factors	382295	17/11/2014	13:04:51Z
2	3	Test bias	3.6	14	Race_and_intelligence	17651	Test_bias	382295	17/11/2014	13:04:51Z
2	3	Stereotype threat	3.7	15	Race_and_intelligence	19197	Stereotype_threat	382295	17/11/2014	13:04:51Z
2	3	African West Indian immigrants	3.8	16	Race_and_intelligence	20959	African_West_Indian_immigrants	382295	17/11/2014	13:04:51Z
2	3	Intervention programs	3.9	17	Race_and_intelligence	21880	Intervention_programs	382295	17/11/2014	13:04:51Z
2	3	Adoption	3.1	18	Race_and_intelligence	24034	Adoption	382295	17/11/2014	13:04:51Z
2	3	Racial admixture	3.11	19	Race_and_intelligence	25776	Racial_admixture	382295	17/11/2014	13:04:51Z
2	3	Inbreeding depression, g loadings, and the Flynn effect	3.12	20	Race_and_intelligence	28800	Inbreeding_depression.2C_g_loadings.2C_and_the_Flynn_effect	382295	17/11/2014	13:04:51Z
2	3	Regression to the mean	3.13	21	Race_and_intelligence	31198	Regression_to_the_mean	382295	17/11/2014	13:04:51Z
2	3	Reaction time	3.14	22	Race_and_intelligence	32202	Reaction_time	382295	17/11/2014	13:04:51Z
2	3	Brain size	3.15	23	Race_and_intelligence	33147	Brain_size	382295	17/11/2014	13:04:51Z
2	3	Default hypothesis	3.16	24	Race_and_intelligence	34138	Default_hypothesis	382295	17/11/2014	13:04:51Z
2	3	Eye color	3.17	25	Race_and_intelligence	34963	Eye_color	382295	17/11/2014	13:04:51Z
1	2	Genetic evidence	4	26	Race_and_intelligence	35673	Genetic_evidence	382295	17/11/2014	13:04:51Z
1	2	Evolutionary explanations for racial differences	5	27	Race_and_intelligence	38558	Evolutionary_explanations_for_racial_differences	382295	17/11/2014	13:04:51Z
1	2	Significance of racial IQ differences	6	28	Race_and_intelligence	39940	Significance_of_racial_IQ_differences	382295	17/11/2014	13:04:51Z
1	2	Estimated IQ:s of monkeys, apes, Homo erectus, and Homo habilis	7	29	Race_and_intelligence	43767	Estimated_IQ:s_of_monkeys.2C_apes.2C_Homo_erectus.2C_and_Homo_habilis	382295	17/11/2014	13:04:51Z
1	2	References	8	30	Race_and_intelligence	44807	References	382295	17/11/2014	13:04:51Z
1	2	External links	9	31	Race_and_intelligence	44837	External_links	382295	17/11/2014	13:04:51Z
2	3	Pro-hereditarian reviews	9.1	32	Race_and_intelligence	44858	Pro-hereditarian_reviews	382295	17/11/2014	13:04:51Z
2	3	Anti-hereditarian reviews	9.2	33	Race_and_intelligence	45367	Anti-hereditarian_reviews	382295	17/11/2014	13:04:51Z
2	3	Other links	9.3	34	Race_and_intelligence	45669	Other_links	382295	17/11/2014	13:04:51Z
1	2	History	1	1	Race_and_intelligence	513	History	382166	16/11/2014	17:26:37Z
1	2	Measured race differences	2	2	Race_and_intelligence	3089	Measured_race_differences	382166	16/11/2014	17:26:37Z
2	3	Worldwide	2.1	3	Race_and_intelligence	3119	Worldwide	382166	16/11/2014	17:26:37Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	4514	US_Black-White_gap	382166	16/11/2014	17:26:37Z
2	3	Hispanics	2.3	5	Race_and_intelligence	8288	Hispanics	382166	16/11/2014	17:26:37Z
2	3	Jews	2.4	6	Race_and_intelligence	8603	Jews	382166	16/11/2014	17:26:37Z
2	3	Gypsies	2.5	7	Race_and_intelligence	8648	Gypsies	382166	16/11/2014	17:26:37Z
1	2	The genetics or not debate	3	8	Race_and_intelligence	9839	The_genetics_or_not_debate	382166	16/11/2014	17:26:37Z
2	3	Opinion of scientists	3.1	9	Race_and_intelligence	10309	Opinion_of_scientists	382166	16/11/2014	17:26:37Z
2	3	Ad hominem, straw men, and guilt by association	3.2	10	Race_and_intelligence	11541	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	382166	16/11/2014	17:26:37Z
2	3	Race denialism	3.3	11	Race_and_intelligence	14940	Race_denialism	382166	16/11/2014	17:26:37Z
2	3	Very low IQ scores for some races	3.4	12	Race_and_intelligence	15746	Very_low_IQ_scores_for_some_races	382166	16/11/2014	17:26:37Z
2	3	Socioeconomic factors	3.5	13	Race_and_intelligence	16551	Socioeconomic_factors	382166	16/11/2014	17:26:37Z
2	3	Test bias	3.6	14	Race_and_intelligence	17652	Test_bias	382166	16/11/2014	17:26:37Z
2	3	Stereotype threat	3.7	15	Race_and_intelligence	19198	Stereotype_threat	382166	16/11/2014	17:26:37Z
2	3	African West Indian immigrants	3.8	16	Race_and_intelligence	20960	African_West_Indian_immigrants	382166	16/11/2014	17:26:37Z
2	3	Intervention programs	3.9	17	Race_and_intelligence	21881	Intervention_programs	382166	16/11/2014	17:26:37Z
2	3	Adoption	3.1	18	Race_and_intelligence	24035	Adoption	382166	16/11/2014	17:26:37Z
2	3	Racial admixture	3.11	19	Race_and_intelligence	25777	Racial_admixture	382166	16/11/2014	17:26:37Z
2	3	Inbreeding depression, g loadings, and the Flynn effect	3.12	20	Race_and_intelligence	28801	Inbreeding_depression.2C_g_loadings.2C_and_the_Flynn_effect	382166	16/11/2014	17:26:37Z
2	3	Regression to the mean	3.13	21	Race_and_intelligence	31199	Regression_to_the_mean	382166	16/11/2014	17:26:37Z
2	3	Reaction time	3.14	22	Race_and_intelligence	32203	Reaction_time	382166	16/11/2014	17:26:37Z
2	3	Brain size	3.15	23	Race_and_intelligence	33148	Brain_size	382166	16/11/2014	17:26:37Z
2	3	Default hypothesis	3.16	24	Race_and_intelligence	34139	Default_hypothesis	382166	16/11/2014	17:26:37Z
2	3	Eye color	3.17	25	Race_and_intelligence	34964	Eye_color	382166	16/11/2014	17:26:37Z
1	2	Genetic evidence	4	26	Race_and_intelligence	35674	Genetic_evidence	382166	16/11/2014	17:26:37Z
1	2	Evolutionary explanations for racial differences	5	27	Race_and_intelligence	38559	Evolutionary_explanations_for_racial_differences	382166	16/11/2014	17:26:37Z
1	2	Significance of racial IQ differences	6	28	Race_and_intelligence	39941	Significance_of_racial_IQ_differences	382166	16/11/2014	17:26:37Z
1	2	Estimated IQ:s of monkeys, apes, Homo erectus, and Homo habilis	7	29	Race_and_intelligence	43768	Estimated_IQ:s_of_monkeys.2C_apes.2C_Homo_erectus.2C_and_Homo_habilis	382166	16/11/2014	17:26:37Z
1	2	References	8	30	Race_and_intelligence	44808	References	382166	16/11/2014	17:26:37Z
1	2	External links	9	31	Race_and_intelligence	44838	External_links	382166	16/11/2014	17:26:37Z
2	3	Pro-hereditarian reviews	9.1	32	Race_and_intelligence	44859	Pro-hereditarian_reviews	382166	16/11/2014	17:26:37Z
2	3	Anti-hereditarian reviews	9.2	33	Race_and_intelligence	45368	Anti-hereditarian_reviews	382166	16/11/2014	17:26:37Z
2	3	Other links	9.3	34	Race_and_intelligence	45670	Other_links	382166	16/11/2014	17:26:37Z
1	2	History	1	1	Race_and_intelligence	513	History	382077	16/11/2014	13:54:31Z
1	2	Measured race differences	2	2	Race_and_intelligence	3089	Measured_race_differences	382077	16/11/2014	13:54:31Z
2	3	Worldwide	2.1	3	Race_and_intelligence	3119	Worldwide	382077	16/11/2014	13:54:31Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	4514	US_Black-White_gap	382077	16/11/2014	13:54:31Z
2	3	Hispanics	2.3	5	Race_and_intelligence	8288	Hispanics	382077	16/11/2014	13:54:31Z
2	3	Jews	2.4	6	Race_and_intelligence	8603	Jews	382077	16/11/2014	13:54:31Z
2	3	Gypsies	2.5	7	Race_and_intelligence	8648	Gypsies	382077	16/11/2014	13:54:31Z
1	2	The genetics or not debate	3	8	Race_and_intelligence	9839	The_genetics_or_not_debate	382077	16/11/2014	13:54:31Z
2	3	Opinion of scientists	3.1	9	Race_and_intelligence	10309	Opinion_of_scientists	382077	16/11/2014	13:54:31Z
2	3	Ad hominem, straw men, and guilt by association	3.2	10	Race_and_intelligence	11541	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	382077	16/11/2014	13:54:31Z
2	3	Race denialism	3.3	11	Race_and_intelligence	14940	Race_denialism	382077	16/11/2014	13:54:31Z
2	3	Very low IQ scores for some races	3.4	12	Race_and_intelligence	15746	Very_low_IQ_scores_for_some_races	382077	16/11/2014	13:54:31Z
2	3	Socioeconomic factors	3.5	13	Race_and_intelligence	16551	Socioeconomic_factors	382077	16/11/2014	13:54:31Z
2	3	Test bias	3.6	14	Race_and_intelligence	17652	Test_bias	382077	16/11/2014	13:54:31Z
2	3	Stereotype threat	3.7	15	Race_and_intelligence	19198	Stereotype_threat	382077	16/11/2014	13:54:31Z
2	3	African West Indian immigrants	3.8	16	Race_and_intelligence	20960	African_West_Indian_immigrants	382077	16/11/2014	13:54:31Z
2	3	Intervention programs	3.9	17	Race_and_intelligence	21881	Intervention_programs	382077	16/11/2014	13:54:31Z
2	3	Adoption	3.1	18	Race_and_intelligence	24035	Adoption	382077	16/11/2014	13:54:31Z
2	3	Racial admixture	3.11	19	Race_and_intelligence	25777	Racial_admixture	382077	16/11/2014	13:54:31Z
2	3	Inbreeding depression, g loadings, and the Flynn effect	3.12	20	Race_and_intelligence	28801	Inbreeding_depression.2C_g_loadings.2C_and_the_Flynn_effect	382077	16/11/2014	13:54:31Z
2	3	Regression to the mean	3.13	21	Race_and_intelligence	31199	Regression_to_the_mean	382077	16/11/2014	13:54:31Z
2	3	Reaction time	3.14	22	Race_and_intelligence	32203	Reaction_time	382077	16/11/2014	13:54:31Z
2	3	Brain size	3.15	23	Race_and_intelligence	33148	Brain_size	382077	16/11/2014	13:54:31Z
2	3	Default hypothesis	3.16	24	Race_and_intelligence	34139	Default_hypothesis	382077	16/11/2014	13:54:31Z
2	3	Eye color	3.17	25	Race_and_intelligence	34964	Eye_color	382077	16/11/2014	13:54:31Z
1	2	Genetic evidence	4	26	Race_and_intelligence	35674	Genetic_evidence	382077	16/11/2014	13:54:31Z
1	2	Evolutionary explanations for racial differences	5	27	Race_and_intelligence	38559	Evolutionary_explanations_for_racial_differences	382077	16/11/2014	13:54:31Z
1	2	Significance of racial IQ differences	6	28	Race_and_intelligence	39941	Significance_of_racial_IQ_differences	382077	16/11/2014	13:54:31Z
1	2	See also	7	29	Race_and_intelligence	43768	See_also	382077	16/11/2014	13:54:31Z
1	2	References	8	30	Race_and_intelligence	43792	References	382077	16/11/2014	13:54:31Z
1	2	External links	9	31	Race_and_intelligence	43822	External_links	382077	16/11/2014	13:54:31Z
2	3	Pro-hereditarian reviews	9.1	32	Race_and_intelligence	43843	Pro-hereditarian_reviews	382077	16/11/2014	13:54:31Z
2	3	Anti-hereditarian reviews	9.2	33	Race_and_intelligence	44352	Anti-hereditarian_reviews	382077	16/11/2014	13:54:31Z
2	3	Other links	9.3	34	Race_and_intelligence	44654	Other_links	382077	16/11/2014	13:54:31Z
1	2	History	1	1	Race_and_intelligence	513	History	382070	16/11/2014	13:52:12Z
1	2	Measured race differences	2	2	Race_and_intelligence	3089	Measured_race_differences	382070	16/11/2014	13:52:12Z
2	3	Worldwide	2.1	3	Race_and_intelligence	3119	Worldwide	382070	16/11/2014	13:52:12Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	4514	US_Black-White_gap	382070	16/11/2014	13:52:12Z
2	3	Hispanics	2.3	5	Race_and_intelligence	8288	Hispanics	382070	16/11/2014	13:52:12Z
2	3	Jews	2.4	6	Race_and_intelligence	8603	Jews	382070	16/11/2014	13:52:12Z
2	3	Gypsies	2.5	7	Race_and_intelligence	8648	Gypsies	382070	16/11/2014	13:52:12Z
1	2	The genetics or not debate	3	8	Race_and_intelligence	9839	The_genetics_or_not_debate	382070	16/11/2014	13:52:12Z
2	3	Opinion of scientists	3.1	9	Race_and_intelligence	10309	Opinion_of_scientists	382070	16/11/2014	13:52:12Z
2	3	Ad hominem, straw men, and guilt by association	3.2	10	Race_and_intelligence	11541	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	382070	16/11/2014	13:52:12Z
2	3	Race denialism	3.3	11	Race_and_intelligence	14933	Race_denialism	382070	16/11/2014	13:52:12Z
2	3	Very low IQ scores for some races	3.4	12	Race_and_intelligence	15739	Very_low_IQ_scores_for_some_races	382070	16/11/2014	13:52:12Z
2	3	Socioeconomic factors	3.5	13	Race_and_intelligence	16544	Socioeconomic_factors	382070	16/11/2014	13:52:12Z
2	3	Test bias	3.6	14	Race_and_intelligence	17645	Test_bias	382070	16/11/2014	13:52:12Z
2	3	Stereotype threat	3.7	15	Race_and_intelligence	19191	Stereotype_threat	382070	16/11/2014	13:52:12Z
2	3	African West Indian immigrants	3.8	16	Race_and_intelligence	20953	African_West_Indian_immigrants	382070	16/11/2014	13:52:12Z
2	3	Intervention programs	3.9	17	Race_and_intelligence	21874	Intervention_programs	382070	16/11/2014	13:52:12Z
2	3	Adoption	3.1	18	Race_and_intelligence	24028	Adoption	382070	16/11/2014	13:52:12Z
2	3	Racial admixture	3.11	19	Race_and_intelligence	25770	Racial_admixture	382070	16/11/2014	13:52:12Z
2	3	Inbreeding depression, g loadings, and the Flynn effect	3.12	20	Race_and_intelligence	28794	Inbreeding_depression.2C_g_loadings.2C_and_the_Flynn_effect	382070	16/11/2014	13:52:12Z
2	3	Regression to the mean	3.13	21	Race_and_intelligence	31192	Regression_to_the_mean	382070	16/11/2014	13:52:12Z
2	3	Reaction time	3.14	22	Race_and_intelligence	32196	Reaction_time	382070	16/11/2014	13:52:12Z
2	3	Brain size	3.15	23	Race_and_intelligence	33141	Brain_size	382070	16/11/2014	13:52:12Z
2	3	Default hypothesis	3.16	24	Race_and_intelligence	34132	Default_hypothesis	382070	16/11/2014	13:52:12Z
2	3	Eye color	3.17	25	Race_and_intelligence	34957	Eye_color	382070	16/11/2014	13:52:12Z
1	2	Genetic evidence	4	26	Race_and_intelligence	35667	Genetic_evidence	382070	16/11/2014	13:52:12Z
1	2	Evolutionary explanations for racial differences	5	27	Race_and_intelligence	38552	Evolutionary_explanations_for_racial_differences	382070	16/11/2014	13:52:12Z
1	2	Significance of racial IQ differences	6	28	Race_and_intelligence	39934	Significance_of_racial_IQ_differences	382070	16/11/2014	13:52:12Z
1	2	See also	7	29	Race_and_intelligence	43761	See_also	382070	16/11/2014	13:52:12Z
1	2	References	8	30	Race_and_intelligence	43785	References	382070	16/11/2014	13:52:12Z
1	2	External links	9	31	Race_and_intelligence	43815	External_links	382070	16/11/2014	13:52:12Z
2	3	Pro-hereditarian reviews	9.1	32	Race_and_intelligence	43836	Pro-hereditarian_reviews	382070	16/11/2014	13:52:12Z
2	3	Anti-hereditarian reviews	9.2	33	Race_and_intelligence	44345	Anti-hereditarian_reviews	382070	16/11/2014	13:52:12Z
2	3	Other links	9.3	34	Race_and_intelligence	44647	Other_links	382070	16/11/2014	13:52:12Z
1	2	History	1	1	Race_and_intelligence	513	History	382055	16/11/2014	13:40:26Z
1	2	Measured race differences	2	2	Race_and_intelligence	3089	Measured_race_differences	382055	16/11/2014	13:40:26Z
2	3	Worldwide	2.1	3	Race_and_intelligence	3119	Worldwide	382055	16/11/2014	13:40:26Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	4514	US_Black-White_gap	382055	16/11/2014	13:40:26Z
2	3	Hispanics	2.3	5	Race_and_intelligence	8288	Hispanics	382055	16/11/2014	13:40:26Z
2	3	Jews	2.4	6	Race_and_intelligence	8603	Jews	382055	16/11/2014	13:40:26Z
2	3	Gypsies	2.5	7	Race_and_intelligence	8648	Gypsies	382055	16/11/2014	13:40:26Z
1	2	The genetics or not debate	3	8	Race_and_intelligence	9839	The_genetics_or_not_debate	382055	16/11/2014	13:40:26Z
2	3	Opinion of scientists	3.1	9	Race_and_intelligence	10309	Opinion_of_scientists	382055	16/11/2014	13:40:26Z
2	3	Ad hominem attacks	3.2	10	Race_and_intelligence	11541	Ad_hominem_attacks	382055	16/11/2014	13:40:26Z
2	3	Race denialism	3.3	11	Race_and_intelligence	14128	Race_denialism	382055	16/11/2014	13:40:26Z
2	3	Very low IQ scores for some races	3.4	12	Race_and_intelligence	14934	Very_low_IQ_scores_for_some_races	382055	16/11/2014	13:40:26Z
2	3	Socioeconomic factors	3.5	13	Race_and_intelligence	15739	Socioeconomic_factors	382055	16/11/2014	13:40:26Z
2	3	Test bias	3.6	14	Race_and_intelligence	16840	Test_bias	382055	16/11/2014	13:40:26Z
2	3	Stereotype threat	3.7	15	Race_and_intelligence	18386	Stereotype_threat	382055	16/11/2014	13:40:26Z
2	3	African West Indian immigrants	3.8	16	Race_and_intelligence	20148	African_West_Indian_immigrants	382055	16/11/2014	13:40:26Z
2	3	Intervention programs	3.9	17	Race_and_intelligence	21069	Intervention_programs	382055	16/11/2014	13:40:26Z
2	3	Adoption	3.1	18	Race_and_intelligence	23223	Adoption	382055	16/11/2014	13:40:26Z
2	3	Racial admixture	3.11	19	Race_and_intelligence	24965	Racial_admixture	382055	16/11/2014	13:40:26Z
2	3	Inbreeding depression, g loadings, and the Flynn effect	3.12	20	Race_and_intelligence	27989	Inbreeding_depression.2C_g_loadings.2C_and_the_Flynn_effect	382055	16/11/2014	13:40:26Z
2	3	Regression to the mean	3.13	21	Race_and_intelligence	30387	Regression_to_the_mean	382055	16/11/2014	13:40:26Z
2	3	Reaction time	3.14	22	Race_and_intelligence	31391	Reaction_time	382055	16/11/2014	13:40:26Z
2	3	Brain size	3.15	23	Race_and_intelligence	32336	Brain_size	382055	16/11/2014	13:40:26Z
2	3	Default hypothesis	3.16	24	Race_and_intelligence	33327	Default_hypothesis	382055	16/11/2014	13:40:26Z
2	3	Eye color	3.17	25	Race_and_intelligence	34152	Eye_color	382055	16/11/2014	13:40:26Z
1	2	Genetic evidence	4	26	Race_and_intelligence	34862	Genetic_evidence	382055	16/11/2014	13:40:26Z
1	2	Evolutionary explanations for racial differences	5	27	Race_and_intelligence	37747	Evolutionary_explanations_for_racial_differences	382055	16/11/2014	13:40:26Z
1	2	Significance of racial IQ differences	6	28	Race_and_intelligence	39129	Significance_of_racial_IQ_differences	382055	16/11/2014	13:40:26Z
1	2	See also	7	29	Race_and_intelligence	42956	See_also	382055	16/11/2014	13:40:26Z
1	2	References	8	30	Race_and_intelligence	42980	References	382055	16/11/2014	13:40:26Z
1	2	External links	9	31	Race_and_intelligence	43010	External_links	382055	16/11/2014	13:40:26Z
2	3	Pro-hereditarian reviews	9.1	32	Race_and_intelligence	43031	Pro-hereditarian_reviews	382055	16/11/2014	13:40:26Z
2	3	Anti-hereditarian reviews	9.2	33	Race_and_intelligence	43540	Anti-hereditarian_reviews	382055	16/11/2014	13:40:26Z
2	3	Other links	9.3	34	Race_and_intelligence	43842	Other_links	382055	16/11/2014	13:40:26Z
1	2	History	1	1	Race_and_intelligence	513	History	382034	16/11/2014	13:16:31Z
1	2	Measured race differences	2	2	Race_and_intelligence	3089	Measured_race_differences	382034	16/11/2014	13:16:31Z
2	3	Worldwide	2.1	3	Race_and_intelligence	3119	Worldwide	382034	16/11/2014	13:16:31Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	4514	US_Black-White_gap	382034	16/11/2014	13:16:31Z
2	3	Hispanics	2.3	5	Race_and_intelligence	8288	Hispanics	382034	16/11/2014	13:16:31Z
2	3	Jews	2.4	6	Race_and_intelligence	8603	Jews	382034	16/11/2014	13:16:31Z
2	3	Gypsies	2.5	7	Race_and_intelligence	8648	Gypsies	382034	16/11/2014	13:16:31Z
1	2	The genetics or not debate	3	8	Race_and_intelligence	9839	The_genetics_or_not_debate	382034	16/11/2014	13:16:31Z
2	3	Opinion of scientists	3.1	9	Race_and_intelligence	10309	Opinion_of_scientists	382034	16/11/2014	13:16:31Z
2	3	Ad hominem attacks	3.2	10	Race_and_intelligence	11541	Ad_hominem_attacks	382034	16/11/2014	13:16:31Z
2	3	Race denialism	3.3	11	Race_and_intelligence	13239	Race_denialism	382034	16/11/2014	13:16:31Z
2	3	Very low IQ scores for some races	3.4	12	Race_and_intelligence	14045	Very_low_IQ_scores_for_some_races	382034	16/11/2014	13:16:31Z
2	3	Socioeconomic factors	3.5	13	Race_and_intelligence	14850	Socioeconomic_factors	382034	16/11/2014	13:16:31Z
